ci 离
lnvv 七尺之躯
lnvv 七尺之軀
xcpg 同心共济
xcpg 同心共濟
jkhk 高头讲章
jfyk 高頭講章
kxgv 不得已而用之
vnvy 枝節橫生
vpvy 枝节横生
lpyf 月落乌啼霜满天
lpxf 月落烏啼霜滿天
tydl 寻幽探胜
tydl 尋幽探勝
lffy 視死如生
lffy 视死如生
nfvj 殿堂楼阁
nfvm 殿堂樓閣
fftt 瓜瓞綿綿
ffkk 瓜瓞绵绵
ffgv 好学深思
fngv 好學深思
fvgd 举杯消愁愁更愁
nvgd 舉杯消愁愁更愁
jwqd 造化鍾神秀
jwmd 造化钟神秀
nfmn 胡天八月即飛雪
nfmn 胡天八月即飞雪
nfmn 胡天八月卽飛雪
lyks 望帝春心托杜鹃
lyks 望帝春心託杜鵑
mdhr 坐拥书城
mdtr 坐擁書城
fkpl 无缘对面不相逢
ntwl 無緣對面不相逢
fmqs 无从置喙
nxqs 無從置喙
kxvp 减字木兰花
gxvp 減字木蘭花
ksnx 竭忠尽智
kstx 竭忠盡智
kwnn 春風雨露
kwnn 春风雨露
kpdj 春花秋月何时了
kpdj 春花秋月何時了
xvkm 往來成古今
xfkm 往来成古今
fhfn 一弦一柱思华年
fhfn 一弦一柱思華年
cfpt 慎始敬終
cfpk 慎始敬终
slxm 迎神賽會
slxm 迎神赛会
fvtd 一枝紅艶露凝香
fvtd 一枝紅豔露凝香
fvkd 一枝红艳露凝香
knkx 逐句逐字
myfy 令出如山
yypm 乌衣巷口夕阳斜
xypm 烏衣巷口夕陽斜
gglm 江清月近人
fnvh 如簧之舌
fhly 小弦切切如私語
fhlh 小弦切切如私语
dpfn 梨花一枝春带雨
dpfn 梨花一枝春帶雨
wchh 俱怀逸兴壮思飞
wchl 俱懷逸興壯思飛
whkk 使我不得开心颜
whkc 使我不得開心顏
whkk 使我不得開心顔
knxl 云雨巫山枉断肠
nnxl 雲雨巫山枉斷腸
mccw 人情世态
mccq 人情世態
ffff 一画开天
ftmf 一畫開天
hjhv 逸豫可以亡身
fmfk 瓜分豆剖
btxx 送君千里
mhfv 会须一饮三百杯
mhfv 會須一飲三百杯
cpkn 百花凋零
gyvd 民生在勤
qjnh 錦瑟無端五十弦
mjfh 锦瑟无端五十弦
gjcj 登高必自卑
lwff 东风无力百花残
vwnf 東風無力百花殘
npcn 笔落惊风雨
nppn 筆落驚風雨
pxkd 花径不曾缘客扫
pxkd 花徑不曾緣客掃
cnww 百年大业
cnww 百年大業
gjyk 水碧山青
flpf 两处茫茫皆不见
frpp 兩處茫茫皆不見
cpht 忧劳可以兴国
cnht 憂勞可以興國
nfkf 毁誉不一
ynkf 譭譽不一
xnks 寒雨连江夜入吴
xnbs 寒雨連江夜入吳
ryyg 巴山夜雨涨秋池
ryyg 巴山夜雨漲秋池
srsq 嘤其鸣矣
srsq 嚶其鳴矣
wcjj 但愿长醉不愿醒
wcvj 但願長醉不願醒
cgff 与民更始
ngff 與民更始
gvmx 深林人不知
jlvj 明月來相照
jlfj 明月来相照
sdtn 中外合璧
ktkx 羊續懸魚
kkkh 羊续悬鱼
bvgm 扇枕温衾
bvgm 扇枕溫衾
frft 天地一沙鷗
frft 天地一沙鸥
khmm 不敢問來人
khjm 不敢问来人
cvbd 惟有飲者留其名
cvkd 惟有饮者留其名
gdjf 改名易姓
vhmj 松下問童子
vhjj 松下问童子
jfjv 高堂明鏡悲白髮
jfjy 高堂明镜悲白发
jxps 明朝散发弄扁舟
jxps 明朝散發弄扁舟
pgpb 双泪落君前
cgpb 雙淚落君前
qrgg 銅壺滴漏
mrgg 铜壶滴漏
khvs 不系之舟
kbvs 不繫之舟
clvn 馬上相逢無紙筆
llvn 马上相逢无纸笔
smfg 中間小謝又清發
sjfy 中间小谢又清发
fhyh 无事生事
nhyh 無事生事
sltl 手胼足胝
xkxh 行不得也哥哥
mvxl 閒來垂釣碧溪上
jfxl 闲来垂钓碧溪上
bcgk 关心民瘼
mcgk 關心民瘼
myvk 人生在世不称意
myvk 人生在世不稱意
jkxs 烹羊宰牛且为乐
jkxl 烹羊宰牛且為樂
jkxl 烹羊宰牛且爲樂
mvmb 三杯通大道
tlnf 君自故乡来
tlnv 君自故鄉來
fvmf 恶之欲其死
fvmf 惡之慾其死
xhvh 魚我所欲也
hhvh 鱼我所欲也
ykgl 詩成泣鬼神
hkgl 诗成泣鬼神
ppqx 芙蓉帐暖度春宵
ppqx 芙蓉帳暖度春宵
ttlh 綱紀廢弛
kklh 纲纪废弛
mpxy 坐觀垂釣者
mpxy 坐观垂钓者
kxvr 还寝梦佳期
qxpr 還寢夢佳期
bdcd 輕攏慢捻抹復挑
kdcd 轻拢慢捻抹复挑
bnpx 輕煙散入五侯家
knpx 轻烟散入五侯家
pjbj 平明送客楚山孤
gkjh 泪眼问花花不语
gkmy 淚眼問花花不語
mlgp 八月湖水平
xtxd 知足知止
dpkg 气蒸云梦泽
dpng 氣蒸雲夢澤
nndm 忽复乘舟梦日边
nxdl 忽復乘舟夢日邊
vltt 存亡續絕
vltt 存亡續絶
vlkk 存亡续绝
kmdx 不貪為寶
kmfx 不貪爲寶
kmdx 不贪为宝
fycs 救災恤患
fxcs 救灾恤患
kgph 春潮带雨晚来急
kgph 春潮帶雨晚來急
fvmd 举杯销愁愁更愁
nvqd 舉杯銷愁愁更愁
mgfv 欲济无舟楫
mgnv 欲濟無舟楫
brkk 虫声新透绿窗纱
brkt 蟲聲新透綠窗紗
jfpq 儿女共沾巾
nfpq 兒女共沾巾
fcyf 駑馬戀棧豆
flsf 驽马恋栈豆
lvps 上有黃鸝深樹鳴
lvps 上有黄鹂深树鸣
mhrb 三过其门而不入
msrb 三過其門而不入
fght 一波才动万波随
fght 一波才動萬波隨
grgg 涵虚混太清
grgg 涵虛混太清
bkbk 半丝半缕
btbt 半絲半縷
fsfr 一口一声
fsfr 一口一聲
fnsd 雞爛嘴巴硬
pnsd 鸡烂嘴巴硬
khkh 表壮不如里壮
kkkk 表壯不如裏壯
kkkk 表壯不如裡壯
fmbm 一个半个
fwbw 一個半個
wwlj 猕猴骑土牛
wwcj 獼猴騎土牛
npxr 克难攻坚
npxq 克難攻堅
xkld 十动然拒
xxld 十動然拒
ghgv 邦以民为本
ghgv 邦以民為本
ghgv 邦以民爲本
kcxn 不怕官只怕管
kskk 不吃羊肉空惹一身羶
kskl 不吃羊肉空惹一身膻
kskk 不喫羊肉空惹一身羶
knsj 端居恥聖明
knsj 端居耻圣明
knsj 端居耻聖明
qbbs 鐘鼓饌玉不足貴
mbks 钟鼓馔玉不足贵
sdsk 啃硬骨头
sdsf 啃硬骨頭
rgjr 填海造地
xxbm 空空道人
vvbg 有所顧忌
vvcg 有所顾忌
sxkv 咬定青山不放松
sxkv 咬定青山不放鬆
yvdq 生存技能
bdry 蜂拥而出
bdry 蜂擁而出
rmfv 而今迈步从头越
rmpv 而今邁步從頭越
vbgm 雄关漫道真如铁
vmgq 雄關漫道真如鐵
hlyk 我自岿然不动
hlyx 我自巋然不動
yynx 岁岁年年人不同
ddnx 歲歲年年人不同
kwxk 春風得意馬蹄疾
kwxk 春风得意马蹄疾
yksw 老夫聊发少年狂
yksw 老夫聊發少年狂
kkvq 瞄准射击
kgvb 瞄準射擊
hmrl 那人却在灯火阑珊处
hmmr 那人卻在燈火闌珊處
jyyg 高峡出平湖
jyyg 高峽出平湖
wlpy 悠然見南山
wlfy 悠然见南山
xddm 十步杀一人
xddm 十步殺一人
wnfj 風塵女子
wffj 风尘女子
cjpr 必先苦其心志
jwvm 明修栈道暗度陈仓
jwvm 明修棧道暗度陳倉
hrjc 壮志豪情
krjc 壯志豪情
rvlq 临机处置
qvrq 臨機處置
cvkj 卓有成就
vygv 橘生淮南则为橘
vygv 橘生淮南則為橘
vygv 橘生淮南則爲橘
flrb 天然去雕飾
flrk 天然去雕饰
xxkx 千里不留行
vvvf 樯橹灰飞烟灭
vvvg 檣櫓灰飛煙滅
kpvf 不带走一片云彩
kpvf 不帶走一片雲彩
pkfp 对症用药
wkfp 對症用藥
ndwr 雨打風吹去
ndwr 雨打风吹去
whlw 任尔东西南北风
wfvw 任爾東西南北風
tjdx 君子和而不同
yfgv 生于淮北则为枳
ymgv 生於淮北則為枳
ymgv 生於淮北則爲枳
rxfd 墙里开花墙外香
kymd 牆裏開花牆外香
ktmd 牆裡開花牆外香
ppfp 又見一簾幽夢
pffv 又见一帘幽梦
fxrm 五十而知天命
cdry 厚积而薄发
cdrg 厚積而薄發
dvxx 拍板定案
nwgj 数风流人物
swgj 數風流人物
ffnh 一万年太久
fpnh 一萬年太久
mygd 坐收渔人之利
mygd 坐收漁人之利
hjdr 事了拂衣去
lhgk 自我治疗
lhgk 自我治療
ftwy 无限风光在险峰
ntwy 無限風光在險峰
xxlj 安得广厦千万间
xxlm 安得廣厦千萬間
xxlm 安得廣廈千萬間
kpdw 成由勤俭败由奢
kpdw 成由勤儉敗由奢
qbdk 鐵肩擔道義
mbdd 铁肩担道义
jfvx 毫无所知
jnvx 毫無所知
mgsy 問渠哪得清如許
jgsh 问渠哪得清如许
mvgm 門戶洞開
mbgm 門户洞開
jbgf 门户洞开
crpd 战地黄花分外香
srpd 戰地黃花分外香
fksm 天堑变通途
fbym 天塹變通途
yymv 魔岩三杰
yymw 魔巖三傑
xyfm 千磨万击还坚劲
xypf 千磨萬擊還堅勁
bklr 毕竟东流去
jkvr 畢竟東流去
wgjx 大漠孤烟直
wgjx 大漠孤煙直
ssbk 听取蛙声一片
ssbk 聽取蛙聲一片
dgmf 把酒問青天
dgjf 把酒问青天
fhkg 无以成江海
nhkg 無以成江海
xxcv 千里馬常有
xxlv 千里马常有
pnwv 双管猎枪
cnwv 雙管獵槍
qwjl 金風玉露一相逢
qwjl 金风玉露一相逢
hfnl 引无数英雄竞折腰
hnsl 引無數英雄競折腰
nnrt 爆竹声中一岁除
nnrt 爆竹聲中一歲除
vjft 有子万事足
vjpt 有子萬事足
ddrl 扶搖而上
ddrl 扶摇而上
wlfk 大庇天下寒士俱欢颜
wlfc 大庇天下寒士俱歡顏
wlfk 大庇天下寒士俱歡顔
hnwx 我笑他人看不穿
wfkw 做小动作
wfxw 做小動作
mykk 人生不如意
khkh 不可不察也
syyn 只識彎弓射大雕
shsn 只识弯弓射大雕
pnfb 平等互惠
dgkd 为赋新词强说愁
dykd 為賦新詞強說愁
fykd 爲賦新詞強説愁
kpym 眼觀六路耳聽八方
kpym 眼观六路耳听八方
xkvn 得意之笔
xkvn 得意之筆
lwmd 勝似閒庭信步
lwjd 胜似闲庭信步
jkhm 高不可及
xnwj 千古風流人物
xnwj 千古风流人物
vgpt 長河落日圓
jgpt 长河落日圆
dpdn 稻花香裏説豐年
dpdn 稻花香裡說豐年
dpdn 稻花香里说丰年
kftk 不愛紅裝愛武裝
kfkh 不爱红装爱武装
phjs 难以理喻
phjs 難以理喻
kwfx 姿态万千
kqpx 姿態萬千
dvjr 为有牺牲多壮志
dvjr 為有犧牲多壯志
fvjr 爲有犧牲多壯志
xtwv 宏图大略
xtwv 宏圖大略
kwbp 春風送暖入屠蘇
kwbp 春风送暖入屠苏
ystt 識骨尋蹤
hstt 识骨寻踪
xxvx 千里之堤毀於蟻穴
xxvx 千里之堤毁于蚁穴
xxvx 千里之堤毁於蟻穴
snwq 吹尽狂沙始到金
stwq 吹盡狂沙始到金
vywl 來者猶可追
fywl 来者犹可追
kmhh 不分敌我
kmyh 不分敵我
mmtt 人間四月芳菲盡
mjtn 人间四月芳菲尽
nlfj 居庙堂之高
nlfj 居廟堂之高
hvhl 我本将心向明月
hvkl 我本將心向明月
kfvg 不如相忘于江湖
kfvg 不如相忘於江湖
pknx 見龍卸甲
fynx 见龙卸甲
ckmy 百病丛生
ckwy 百病叢生
txrk 四十而不惑
nmkk 年逾不惑
vwff 男大当婚女大当嫁
vwff 男大當婚女大當嫁
fhps 天下英雄誰敵手
fhps 天下英雄谁敌手
mvkt 力所不逮
xyky 往者不可諫
xykh 往者不可谏
ghgx 淡妆浓抹总相宜
gkgx 淡妝濃抹總相宜
fbwr 一顧傾人城
fcwr 一顾倾人城
wffk 風正一帆懸
wffk 风正一帆悬
gfwk 民无信不立
gnwk 民無信不立
qkcx 能不忆江南
qkcx 能不憶江南
srnn 取其精华去其糟粕
srnn 取其精華去其糟粕
hkhx 乱云飞渡仍从容
fnlx 亂雲飛渡仍從容
kdvk 不破楼兰终不还
kdvq 不破樓蘭終不還
jspj 日啖荔枝三百顆
jspj 日啖荔枝三百颗
hvhy 敢想敢說
hvhy 敢想敢説
hvhh 敢想敢说
mhck 乃敢与君绝
mhnt 乃敢與君絕
mhnt 乃敢與君絶
hmvm 北方有佳人
wrhv 風聲鶴唳草木皆兵
wrhv 风声鹤唳草木皆兵
xjxf 卖儿卖女
rnrf 賣兒賣女
psxr 莫听穿林打叶声
psxr 莫聽穿林打葉聲
lsrq 胸中块垒
lsrv 胸中塊壘
fbwt 再顧傾人國
fcwt 再顾倾人国
thgv 国以民为本
thgv 國以民為本
thgv 國以民爲本
cxfm 愿得一心人
cxfm 願得一心人
hmmy 以及人之老
tlxk 路上行人慾斷魂
tlxk 路上行人欲断魂
xfyj 待到山花烂漫时
xfyj 待到山花爛漫時
flhk 无处话凄凉
nryg 無處話淒涼
pgcx 黃沙百戰穿金甲
pgcx 黄沙百战穿金甲
pvvc 若有所悟
wwvd 大風起兮雲飛揚
wwvd 大风起兮云飞扬
wjpy 風景舊曾諳
wjrh 风景旧曾谙
kywv 青山依旧在
kywv 青山依舊在
gswg 洗手作羹汤
gswg 洗手作羹湯
crkh 慢声细语
crty 慢聲細語
wfsx 何妨吟啸且徐行
wfsx 何妨吟嘯且徐行
fxxm 五十知天命
hfwj 也无风雨也无晴
hnwj 也無風雨也無晴
bdkn 总把新桃换旧符
tdkn 總把新桃換舊符
ybpr 誤入藕花深處
hbpl 误入藕花深处
stdl 只因未到伤心处
stdr 只因未到傷心處
fjsp 一日看尽长安花
fjsp 一日看盡長安花
tvvt 綠樹村邊合
kvvt 绿树村边合
kmpl 不問蒼生問鬼神
kjpl 不问苍生问鬼神
ysfy 試看天下誰能敵
hsfh 试看天下谁能敌
fdrd 无为而无不为
ndrd 無為而無不為
nfrf 無爲而無不爲
vdxl 横扫千军如卷席
vdxl 橫掃千軍如卷席
kyjm 青山郭外斜
tbky 踏遍青山人未老
kkfj 乡音无改鬓毛衰
kknj 鄉音無改鬢毛衰
fvmn 她在丛中笑
fvwn 她在叢中笑
mcfj 欲与天公试比高
mnfj 欲與天公試比高
fnnp 万类霜天竞自由
pnnp 萬類霜天競自由
jxkf 非宁静无以致远
jxkr 非寧靜無以致遠
jyyv 昨夜西風凋碧樹
jyyv 昨夜西风凋碧树
xgfp 千淘万漉虽辛苦
xgpp 千淘萬漉雖辛苦
nvpc 竹杖芒鞋輕勝馬
nvpl 竹杖芒鞋轻胜马
nmdh 古今多少事
ggyn 江湖夜雨十年灯
ggyn 江湖夜雨十年燈
tsky 絕口不談
tsky 絶口不談
kskh 绝口不谈
lnft 望尽天涯路
ltft 望盡天涯路
mghy 問渠那得清如許
jghh 问渠那得清如许
glgl 温泉水滑洗凝脂
glgl 溫泉水滑洗凝脂
gpvd 深藏身与名
gpvd 深藏身與名
vpyb 枯藤老树昏鸦
vpyb 枯藤老樹昏鴉
hsjf 敢叫日月换新天
hsjf 敢叫日月換新天
lxxh 广征博引
lxxh 廣徵博引
njrf 居高声自远
njrr 居高聲自遠
hfpf 可远观而不可亵玩焉
hrpf 可遠觀而不可褻玩焉
pynn 花市灯如昼
pynt 花市燈如晝
kwdg 春風拂檻露華濃
kwdg 春风拂槛露华浓
yfcs 生于忧患死于安乐
ymcl 生於憂患死於安樂
dhsh 多費口舌
dhsh 多费口舌
mxrx 人穷志不短
mxrx 人窮志不短
jjfx 玲珑小巧
jjfx 玲瓏小巧
jggr 非淡泊无以明志
jggr 非淡泊無以明志
lvxr 朋友妻不可欺
yjyg 試玉要燒三日滿
hjyg 试玉要烧三日满
vkhf 机不可失时不再来
vkhv 機不可失時不再來
blcf 前度刘郎今又来
blsv 前度劉郎今又來
vvkg 桃李春風一杯酒
vvkg 桃李春风一杯酒
knwd 不管風吹浪打
knwd 不管风吹浪打
hldl 可上九天揽月
hldl 可上九天攬月
fmxf 无人知是荔枝来
nmxv 無人知是荔枝來
vyxy 身教重于言教
vyxy 身教重於言教
ycwx 老驥伏櫪志在千里
ylwx 老骥伏枥志在千里
mmfk 三分天下有其二
jfxg 严于律已
smxg 嚴於律已
rnfj 去年元夜时
rnfj 去年元夜時
gwlj 清华东门
gpvm 清華東門
wmgv 借問酒家何處有
wjgv 借问酒家何处有
wcpf 奇文共欣賞
wcpf 奇文共欣赏
gkjj 满目琳琅
gkjj 滿目琳琅
fmpv 两个黄鹂鸣翠柳
fwpv 兩個黃鸝鳴翠柳
ydkv 山外青山楼外楼
ydkv 山外青山樓外樓
fmfk 小人常慼慼
fmfk 小人常戚戚
wrwf 仕而优则学
wrwn 仕而優則學
gkyh 登泰山而小天下
glhl 海上升明月
nvmf 火树银花不夜天
nvqf 火樹銀花不夜天
fnkw 少年夫妻老來伴
fnkw 少年夫妻老来伴
jjdn 日照香炉生紫烟
jjdn 日照香爐生紫煙
kxty 二十四桥明月夜
kxty 二十四橋明月夜
cfvg 百万雄师过大江
cpvg 百萬雄師過大江
pbtd 莫道君行早
bgjt 半江瑟瑟半江紅
bgjk 半江瑟瑟半江红
kprm 不見去年人
kfrm 不见去年人
mdyj 欲把西湖比西子
ddxx 扶搖直上九萬里
ddxx 扶摇直上九万里
ddxx 扶摇直上九萬里
xqln 功臣自居
xmpj 千門萬戶曈曈日
xmpj 千門萬户曈曈日
xjfj 千门万户曈曈日
yrvf 山寺桃花始盛开
yrvm 山寺桃花始盛開
kypw 成敗蕭何
kgpw 成败萧何
kykw 龍生龍鳳生鳳
yyyw 龙生龙凤生凤
hrfk 壮士一去兮不复还
krfq 壯士一去兮不復還
vhhn 松鶴延年
vhhn 松鹤延年
xvnh 往來無白丁
xffh 往来无白丁
nbyc 古道西風瘦馬
nbyl 古道西风瘦马
xyvj 它山之石可以攻玉
xxgk 千里江陵一日还
xxgq 千里江陵一日還
wbmj 停車坐愛楓林晚
wkmj 停车坐爱枫林晚
fndl 光榮歲月
fpyl 光荣岁月
fpny 一蓑烟雨任平生
fpny 一蓑煙雨任平生
kkdj 乡音未改鬓毛衰
kkdj 鄉音未改鬢毛衰
pvyh 荆楚岁时记
pvdy 荆楚歲時記
pvdy 荊楚歲時記
yycy 謬誤百出
hhcy 谬误百出
bmtl 单人匹马
smtc 單人匹馬
lfsj 月到中秋分外明
kxnb 意恐迟迟归
kxnl 意恐遲遲歸
wpkn 但見新人笑
wfkn 但见新人笑
qrnc 鐵面無情
mrfc 铁面无情
fnjs 兴尽晚回舟
ntjs 興盡晚回舟
jjpw 非是藉秋風
jjpw 非是藉秋风
qfkv 銅雀春深鎖二喬
mfkv 铜雀春深锁二乔
lgjy 白刀子进红刀子出
lgjy 白刀子進紅刀子出
ggph 流水落花春去也
tjsd 君子喻于义
tjsk 君子喻於義
ygwx 出沒風波里
ygwx 出没風波里
ygwx 出没风波里
dmtl 拔剑四顾心茫然
dttl 拔劍四顧心茫然
thkp 紅軍不怕遠征難
khkp 红军不怕远征难
tmgw 紅旗漫卷西風
kmgw 红旗漫卷西风
swjr 中华儿女多奇志
spnr 中華兒女多奇志
fnfk 嬉笑怒罵皆成文章
fnfk 嬉笑怒駡皆成文章
fnfk 嬉笑怒骂皆成文章
ydrg 收拾旧山河
ydpg 收拾舊山河
kxfj 不知天上宫阙
kxfm 不知天上宮闕
mbjw 欲飲琵琶馬上催
mkjw 欲饮琵琶马上催
pcym 劳心者治人
ncym 勞心者治人
mxlv 从容自在
xxlv 從容自在
gljy 海上明月共潮生
xxtr 南朝四百八十寺
nnxg 烟笼寒水月笼沙
nnxg 煙籠寒水月籠沙
rmwc 斯人独憔悴
rmwc 斯人獨憔悴
yxry 六十而耳順
yxry 六十而耳顺
khjm 不辞长作岭南人
kfvm 不辭長作嶺南人
bvxn 卷起千堆雪
dvxn 捲起千堆雪
ngdy 霜刃未曾試
ngdh 霜刃未曾试
mxxy 三千里江山
fgfs 学海无涯苦作舟
ngns 學海無涯苦作舟
phbn 难以逆料
phbn 難以逆料
vhkc 所以动心忍性
vhxc 所以動心忍性
ldlv 自挂东南枝
ldvv 自掛東南枝
rsvk 執手相看淚眼
dsvk 执手相看泪眼
kfhs 竟无语凝噎
knys 竟無語凝噎
ksmx 不患貧而患不安
ksmx 不患贫而患不安
qwwv 金猴奋起千钧棒
qwwv 金猴奮起千鈞棒
fccf 当惊世界殊
fpcf 當驚世界殊
kxmd 不知今夕何夕
wlfv 大鵬一日同風起
wlfv 大鹏一日同风起
dckf 良辰美景奈何天
cklf 惜秦皇汉武
cklf 惜秦皇漢武
vpgn 桃花潭水深千尺
bylh 关山度若飞
myll 關山度若飛
xprs 博觀而約取
xprs 博观而约取
vxbx 有家归不得
vxlx 有家歸不得
yfnp 煮豆燃豆萁
gjkt 沉醉不知归路
gjkt 沉醉不知歸路
fyxn 一夜魚龍舞
fyhn 一夜鱼龙舞
wyvt 使老有所終
wyvk 使老有所终
phln 草色遙看近卻無
phff 草色遥看近却无
phfn 草色遥看近卻無
drxv 此地空余黄鹤楼
drxv 此地空餘黃鶴樓
fgxj 万水千山只等闲
pgxm 萬水千山只等閒
vycl 有賊心沒賊膽
vycl 有賊心没賊膽
vgcl 有贼心没贼胆
njkw 乍暖还寒时候
njqw 乍暖還寒時候
kbps 夹道欢呼
wbps 夾道歡呼
wwkv 但使龍城飛將在
wwyv 但使龙城飞将在
kwkx 立业成家
kwkx 立業成家
xbyk 得道者多助
tljv 繞床弄青梅
tkjv 繞牀弄青梅
kljv 绕床弄青梅
cvgx 惟有泪千行
cvgx 惟有淚千行
ltgh 庭院深深深几许
ltgy 庭院深深深幾許
jkvh 儿童相见不相识
nkvy 兒童相見不相識
lcnr 月与灯依旧
lnnp 月與燈依舊
mnms 通古今之变
mnmy 通古今之變
lvrd 望長城內外
lvrd 望長城内外
ljrd 望长城内外
gpgk 波平浪静
gpgk 波平浪靜
mvtf 三男四女
mgfl 人活一张脸
mgfl 人活一張臉
ynbj 夜雨剪春韭
mpfm 三申五令
txfk 国家兴亡匹夫有责
txnk 國家興亡匹夫有責
rkrn 去头去尾
rfrn 去頭去尾
hlvn 我自横刀向天笑
hlvn 我自橫刀向天笑
fjsf 当时只道是寻常
fjsf 當時只道是尋常
rxhg 而知也无涯
rxhg 而知也無涯
hmmq 以及人之幼
xyyy 直教生死相許
xyyh 直教生死相许
lwkw 东风不与周郎便
vwkw 東風不與周郎便
whkk 俏也不争春
whkk 俏也不爭春
vkfd 枯瘦如柴
hhtx 敌军围困万千重
yhtx 敵軍圍困萬千重
hgwy 将登太行雪满山
kgwy 將登太行雪滿山
ljsf 月儿弯弯照九州
lnyf 月兒彎彎照九州
kxyg 春寒賜浴華清池
kxgg 春寒赐浴华清池
nxyl 复得返自然
xxyl 復得返自然
ggkt 泪湿春衫袖
ggkt 淚溼春衫袖
ggkt 淚濕春衫袖
vjwm 男儿何不带吴钩
vnwq 男兒何不帶吳鉤
pbvg 共飲長江水
pkjg 共饮长江水
ghwv 民可使由之
fswv 妙手偶得之
jjvt 日日思君不見君
jjvt 日日思君不见君
lnsf 飛雪迎春到
hnsf 飞雪迎春到
vnjj 起舞弄清影
xlnt 宝马雕车香满路
xcnt 寶馬雕車香滿路
lxnd 七十古來稀
lxnd 七十古来稀
kxfy 或重于泰山
kxmy 或重於泰山
fsvl 一唱雄雞天下白
fsvl 一唱雄鸡天下白
whdb 何事秋風悲畫扇
whdb 何事秋风悲画扇
vkvm 极目楚天舒
vkvm 極目楚天舒
bjfj 道是无晴却有晴
bjnj 道是無晴卻有晴
fvtj 小乔初嫁了
fvtj 小喬初嫁了
fxmf 万径人踪灭
pxmg 萬徑人蹤滅
xsyy 鳥鳴山更幽
ysyy 鸟鸣山更幽
nygh 笑談渴飲匈奴血
nhgh 笑谈渴饮匈奴血
kmfj 奉命于危难之间
kmmm 奉命於危難之間
kbmw 或輕於鴻毛
kkfw 或轻于鸿毛
ktkr 不坠青云之志
ktkr 不墜青雲之志
lxsr 遙知兄弟登高處
fxsl 遥知兄弟登高处
fxsr 遥知兄弟登高處
vldx 李白乘舟将欲行
vldx 李白乘舟將欲行
mfrw 念天地之悠悠
rbns 却道故人心易变
mbny 卻道故人心易變
srkw 吹面不寒杨柳风
srkw 吹面不寒楊柳風
wlgg 奔腾澎湃
wlgg 奔騰澎湃
xcwq 牢騷太盛防腸斷
xlwn 牢骚太盛防肠断
ddby 名利兼收
sjjg 只是朱顏改
sjjg 只是朱顔改
sjjg 只是朱颜改
wvpw 犹有花枝俏
wvpw 猶有花枝俏
xshc 南船北馬
xshl 南船北马
mmfm 盈盈一水間
mmfj 盈盈一水间
jydt 醉裏挑燈看劍
jtdt 醉裡挑燈看劍
