#空格简
b 现在
sktn 喫不透
dtnv 名特优新
dtnv 名特優新
mcbk 順理
mcbk 顺理
qsns 芽尖
fdcd 一块石头落地
fdcd 一塊石頭落地
ybvd 悲哉
tsts 陪吃陪喝
tsts 陪喫陪喝
lvrl 鎮服
wvrl 镇服
pxhd 繼教
mlhd 继教
ktfl 有限元
pbvh 逛灯
pbvg 逛燈
sctp 費希特
sctp 费希特
cvng 夜黑風高
cvng 夜黑风高
hlhj 拭擦
rpfm 卡板
tytn 謔稱
kytn 谑称
ccsx 禀承
ccsx 稟承
kfto 替工
wctj 命裏註定
wjtj 命裡註定
wkxj 命里注定
ljkg 显证
lxtg 顯證
hdvt 教範
hdqx 教范
xgkw 淳美
rfpk 印紋
rfmk 印纹
hskc 孟冬
njrj 候駕
njrj 候驾
drgj 或然性
ltrn 东泉
flrn 東泉
nvvj 传问
nttj 傳問
kkdd 条条块块
nndd 條條塊塊
gwfm 取人之長
gwfj 取人之长
pbjj 維普
mbjj 维普
cnyb 夜光表
cnly 夜光錶
lclj 銥星
wclj 铱星
vpkj 辩说
vptp 辯說
vptj 辯説
pqgs 分句
rmyy 胎毒
jjff 紧紧巴巴
xxff 緊緊巴巴
kbcl 雨辰
brxy 碧清
xqrh 满岁
xqkf 滿歲
chqx 碰落
lsth 料車
lsgh 料车
ktfq 齒根
kffq 齿根
dnvc 外烟
dnqh 外菸
fqvd 横截
fqvd 橫截
xqqx 泥菩萨过江
xqqx 泥菩薩過江
thto 軟工
ghto 软工
rhfm 山背
nchs 小破孩
nvch 位码
nvch 位碼
htmt 老調重談
hkmk 老调重谈
klkl 瘦瘪
klkl 瘦癟
qncj 花嫁
ktvk 春秋繁露
ppky 綠布
mmky 绿布
lscy 断市
xycy 斷市
tnkc 季冬
vnld 黑晕
vnld 黑暈
vhyd 贛劇
vhbh 赣剧
qntn 垦种
djtn 墾種
jnbj 礼拜三
jnbj 禮拜三
rklt 腰鏈
rkwg 腰链
ssrh 串岗
ssrh 串崗
dvqm 增产节约
dkvp 增產節約
dvvp 增産節約
vkrw 二皮脸
vkrm 二皮臉
fgvk 迈动
qhmw 邁動
cqvd 怒焰
qsmv 蒸餅
qsjv 蒸饼
hjfq 丁字形
dqlg 塔影
dqgy 負情
dhgy 负情
pdgp 結體
mdnf 结体
fdqj 杜蘅
tnnf 設使
knnf 设使
ckwv 圆镜
cklv 圓鏡
ttmc 巧劲儿
tfcm 巧勁兒
nqlf 供果
mqkb 反震
fnlw 相态
fnmr 相態
ydgf 虚衰
ydgf 虛衰
ydrs 虚肿
ydrm 虚腫
ydrm 虛腫
lrvh 肇端
pbxh 逛游
pbhd 逛遊
kbtr 露阴
kbtw 露陰
ygmm 跑垒
ygxk 跑壘
tvmn 香云纱
tkpn 香雲紗
xqhj 满拧
xqhj 滿擰
cbms 衣鞋
ydhj 虚掷
ydhj 虚擲
ydhj 虛擲
blhk 压挤
blhc 壓擠
lwjy 夺帅
lwrm 奪帥
nykb 傲霜
kgkf 有职有权
kgkf 有職有權
mmth 比諸
mmkh 比诸
jpkc 审处
jwyd 審處
sfqm 司药
sfqr 司藥
wkja 须生
mtja 鬚生
vvtp 焙制
fnyf 机罩
fxyf 機罩
nvsr 低头哈腰
nfsr 低頭哈腰
bndc 底墒
hcnv 老娘们
hcnt 老孃們
jfnw 定眼
pkvl 終篇
mkvl 终篇
qdyw 蒙版
qgjq 賭賽
hgjq 赌赛
fmck 冀图
fmck 冀圖
xdds 法象
qskf 艺龄
qdkt 藝齡
shyw 听牌
gjyw 聽牌
ybcj 表婶
ybcj 表嬸
pmth 公輸
pmgh 公输
lsrj 粗胖
fllq 查照
jfhv 安装盘
jyhv 安裝盤
hdcb 老姑
rvfm 腹板
fdsl 残弱
fdsl 殘弱
vksx 专函
thsx 專函
jfhd 宋辽
jflw 宋遼
chbh 碳刷
vkhv 冰船
vkdm 盗劫
xcdm 盜劫
lxvb 大水冲了龙王庙
lxjb 大水衝了龍王廟
nqjb 供神
djcj 貂婵
djcs 貂嬋
ltck 切图
ltck 切圖
sscr 逞強好勝
sscr 逞强好胜
brhw 碧柔
bhhf 慰抚
bhhv 慰撫
jcms 县团级
jcps 縣團級
prdy 騙賣
jrvs 骗卖
ygkl 贅疣
ygkl 赘疣
qfkl 花柳病
xjpl 流窜犯
xjpl 流竄犯
kcdf 逢到
vhjk 产额
kgjk 產額
vhjk 産額
hdyb 旌表
xlfw 汽枪
xlfw 汽槍
rxxk 加油添醋
qwdq 难乎其难
qwdq 難乎其難
qyjl 对面鼓
jyjl 對面鼓
slnr 吃大戶
sllr 吃大户
sllr 喫大户
mstj 勤問
msvj 勤问
nywy 当面锣
nyly 當面鑼
gpst 悼唁
krgv 郁愤
fwgv 鬱憤
fpfv 装点一新
yvfv 裝點一新
rmsl 走乡串户
rmsn 走鄉串戶
rmsl 走鄉串户
vclw 炫鈴
vcww 炫铃
hbfd 盘古开天地
hbtd 盤古開天地
rnwy 白血
nrkv 催醒
vkch 瓷碟
tkwk 逐臭
rpfn 脫檔
rjfn 脱档
rjfn 脱檔
ycpw 麻瓜
klkl 瘰疬
klkl 瘰癧
pfpr 餐紙
pfmr 餐纸
xqys 汉典
xqys 漢典
vrqv 复杂劳动
jcvm 複雜勞動
vhsm 端雅
dmxb 争渡
pmxb 爭渡
xktw 男巫
vhlr 彰明
ndfd 拜将
ndyy 拜將
ysfv 虬枝
yhfv 虯枝
rhdh 賀拉斯
rhdh 贺拉斯
xljs 改业
xljs 改業
bnbl 庆历
dlbl 慶曆
rhrn 屹然
vkmg 凝合
ksyh 不入虎穴焉得虎子
hwvm 毛笋
hwvg 毛筍
ggrj 惊驾
qgrj 驚駕
ltvh 太阳灯
ltvg 太陽燈
jjkm 成事不足敗事有餘
jjkw 成事不足败事有余
tdhj 阿尔都塞
tfhj 阿爾都塞
wvmc 会剿
wfmc 會剿
jlpg 空邮
jlmw 空郵
pfxt 經洗
mtxt 经洗
gmpm 联合战线
gmsp 聯合戰線
sgsm 咆啸
sgsm 咆嘯
mlfn 丑相
kvfn 醜相
yfyc 羁縻
yfyc 羈縻
hxdn 撂地
jlhm 旧指
qbhm 舊指
jxkl 兽疫
sskl 獸疫
jkrl 客卿
hkqx 扶苗
hrfs 毛白杨
hrfl 毛白楊
pnrw 猴脸
pnrm 猴臉
lvfq 針形
wvfq 针形
slhh 叩打
jkvh 奠立
hwrj 托办
twvp 託辦
xlxv 巨澜
xlxt 巨瀾
qhfj 草标
qhfk 草標
bmps 百鳥爭鳴
bxds 百鸟争鸣
xtkg 鴻文
xtkg 鸿文
fdlf 裂果
wlwi 番人
nqvk 借进
nqbl 借進
rxrj 腮边
rxwk 腮邊
bdgl 环境变量
bdtl 環境變量
ykkv 麻酥酥
slhr 強抑
slhr 强抑
smsm 唉哟
smsp 唉喲
fchd 校旗
rqhs 腿子
qrrn 散股
jbwl 官仓
jbwk 官倉
krcq 郁怒
fwcq 鬱怒
jdsx 待承
mxjy 長幼尊卑
jxjy 长幼尊卑
jqnl 宽贷
jqnl 寬貸
rrkk 腻腻歪歪
rrkk 膩膩歪歪
lqxk 銀洋
wqxk 银洋
hfqm 歌带
hfqf 歌帶
xyri 幻月
mwtw 乡勇
mwtw 鄉勇
fkgp 橡皮膏
bntw 庭除
hggl 拘挛
hgtp 拘攣
rnnh 脑体倒挂
rgnh 腦體倒掛
kxdj 布洛赫
llky 七星瓢虫
llky 七星瓢蟲
fftp 禁物
xmrf 治印
rqrq 朦朦
lfjb 数来宝
smjb 數來寶
jhkc 寓义
jhkw 寓義
hvrd 拉脚
hvrp 拉腳
qfmc 燕巢
qbhw 双百方针
bbhl 雙百方針
xljr 匡衡
clck 姨妹
mfwp 群魚
mfrp 群鱼
lqfw 銀杉
wqfw 银杉
hyvm 排箫
hyvm 排簫
djfj 欺师灭祖
drxj 欺師滅祖
vtbh 笑話百出
vkbh 笑话百出
kftp 春牛
bnsg 度曲
chwl 破罐
kmrl 有巢氏
kftb 紫陌
kmys 永垂青史
nshp 光耦
txyw 記牌
kxyw 记牌
bmms 丟勒
rwms 丢勒
njkw 修盖
njqd 修蓋
gmds 心象
cclf 爻辞
ccpt 爻辭
tkfq 私有权
tkfq 私有權
hdyv 挽幛
ttpn 私設公堂
tkpn 私设公堂
nmkq 俊郎
hqvi 拱火
vkbh 冰屑
skvy 蛋筒
tnnd 随风倒
tnnd 隨風倒
lgbn 鈞座
wgbn 钧座
mlfk 丑样
kvfk 醜樣
kgkl 皮痒
kgkl 皮癢
vvwp 墨斗魚
vvrp 墨斗鱼
kwhx 美質
kwmv 美质
yhdy 內柔外剛
yhdy 内柔外刚
yhdy 内柔外剛
mtkc 疑处
mtyd 疑處
gjpd 聚結
gjmd 聚结
npqp 侦获
nppq 偵獲
jnck 礼拜四
jnck 禮拜四
tndn 科名
vnch 符码
vnch 符碼
vhsv 立嗣
lskf 断齿
xykt 斷齒
fqqp 横巷
fqqp 橫巷
nmjv 健实
nmjy 健實
ttnm 劲健
fmnm 勁健
mlrw 丑脸
kvrm 醜臉
dnrl 名氏
fmdv 背墙
fmyy 背牆
yxrv 母腹
tksh 謝啦
kksh 谢啦
hqyd 採茶戲
pqqd 采茶戏
qhqv 草黃
qhqp 草黄
xrmt 满山红
xrpt 滿山紅
qbvm 难答
qfvm 難答
dnqg 外賊
dnhg 外贼
rjxg 边沁
wkxg 邊沁
hjnt 航空信
fkvj 橡皮管
chkv 碘酊
nwqb 耐苦
nwmw 瞩望
nwmw 矚望
qqks 叠词
xkts 疊詞
fnxr 相激
qhrh 草炭
lpbn 鋼絲床
lpyy 鋼絲牀
wmbn 钢丝床
prdf 驟至
jrdf 骤至
wlvf 臭气冲天
wlxf 臭氣沖天
thpx 輕細
ghmx 轻细
whrl 鵝卵
whrl 鹅卵
hhrr 拉拉杂杂
hhcc 拉拉雜雜
xfxf 淅淅
pcxs 舀汤
pcxl 舀湯
ccfy 娇丽
ccfy 嬌麗
jgbh 悬壁
jgbh 懸壁
qrbh 苏剧
qwyd 蘇劇
hfhs 歌子
rcwy 脑充血
rcwy 腦充血
vtdh 烃基
vfdh 烴基
cjfv 旁枝
qlcj 花大姐
pxrl 雞肫
qxrl 鸡肫
vhbn 笔底
vmbn 筆底
xlvk 匪盗
xlxc 匪盜
tjhh 討打
kjhh 讨打
hdcl 老姨
fqfn 横档
fqfn 橫檔
tnnl 称贷
tnnl 稱貸
tbkj 轉憂為喜
tbpj 轉憂爲喜
ggkj 转忧为喜
brvw 瑞签
brvm 瑞簽
lrxd 錦濤
wrxh 锦涛
sspp 品綠
ssmm 品绿
lsmv 粗飯
lsjv 粗饭
cyly 碳素鋼
cywy 碳素钢
hwjr 出徒
rhsp 岂只
rhsp 豈只
wlkg 翻皮
njtj 僧院
nqvy 風爐
nbvl 风炉
ldnj 晚修
gqrw 怪脸
gqrm 怪臉
rhlf 山果
ssms 响鞭
mwms 響鞭
jfls 定断
jfxy 定斷
ckmp 囚鳥
ckxp 囚鸟
lrnn 日月光华
lrnq 日月光華
xmvn 治黑
ggsn 删号
ggsn 删號
vysn 刪號
sfwp 唔系
jnvk 礼拜二
jnvk 禮拜二
vtql 端阳节
vtvq 端陽節
bhtj 尿閉
bhvj 尿闭
npjd 仆街
tnmg 私拿
qhqt 草茎
qhqf 草莖
fltj 天闕
flvj 天阙
dntj 吉他譜
dnkj 吉他谱
ffgg 松松软软
mmtt 鬆鬆軟軟
cjtj 商院
qbbn 苦度
tlxg 阳沟
tlxq 陽溝
pfjw 彩裙
ryls 杂类
cwls 雜類
gfhd 毫无逊色
gvhd 毫無遜色
gjsq 惋叹
gjsq 惋嘆
gwxj 勿滥
gwxx 勿濫
tjyw 譜牒
kjyw 谱牒
lqjq 暴寒
kbdc 雪坑
dhyc 外方內圓
dhyc 外方内圆
dhyc 外方内圓
xrss 染患
ckln 回銷
ckwn 回销
tjdg 防空壕
rqla 腊日
rmla 臘日
phjl 猪窝
tkjl 豬窩
hltp 提制
hltp 提製
jgtx 助記
jgkx 助记
vnpf 墨彩
gjkf 联奏
gjkf 聯奏
nxvh 省油灯
nxvg 省油燈
tnvk 和尚头
tnfs 和尚頭
rjyf 办置
vpyf 辦置
xmkc 津要
tfjt 知本家
nsgj 削职
nsgj 削職
vxxr 黑溜溜
ckvh 图籍
ckvh 圖籍
bnvh 广韵
bnvh 廣韻
pfqs 干将莫邪
pyqs 干將莫邪
hbmg 遇合
fkvn 一身二任
mfjf 灵寝
kbjy 靈寢
tpci 牧女
qrhq 散摊
qrhq 散攤
dsft 军中无戏言
dsvt 軍中無戲言
vvbn 博库
vvbn 博庫
jsgl 递变
mytp 遞變
vvvl 简炼
vtvf 簡煉
lqmw 錯動
wqvk 错动
hkxg 收沒
hkxn 收没
pfbj 馬爾庫塞
jdbj 马尔库塞
jqri 寒月
bnyv 床帏
bnyv 床幃
yyyv 牀幃
jqcw 視財如命
jhcw 视财如命
cymr 市肆
pdfm 見背
jdfm 见背
nfft 便桶
lfry 乱杂
ptcw 亂雜
sntj 吠陀
gfkt 恆齒
gfkf 恒齿
qdjv 戏馆
ydmv 戲館
cblc 媚气
cblc 媚氣
plff 鬼气森森
plff 鬼氣森森
sfbh 嗝屁
njns 伴当
njnv 伴當
nrgd 凭恃
vkgd 憑恃
dhcc 士可杀不可辱
dhcc 士可殺不可辱
tlvm 試筆
klvh 试笔
thfk 訴述
khfk 诉述
dkrj 報架
hlrj 报架
kkqq 郁郁苍苍
fkqq 鬱郁蒼蒼
vwvy 签筒
vwvy 籤筒
jvks 临身
xvks 臨身
skld 嘴严
skss 嘴嚴
fjck 恶因
fkck 惡因
tjqd 閬苑
vjqd 阆苑
prcb 紙衣
mrcb 纸衣
gvtn 勻和
gvtn 匀和
rrmc 赶趟儿
rrcm 趕趟兒
fqtn 概称
fqtn 概稱
frtn 槪稱
xvbh 淡眉
shsg 嘟嚷
xhsh 乌孜别克族
mhsh 烏孜別克族
mhsh 烏孜别克族
mwjg 垂悬
mwjg 垂懸
wkgj 延性
hxkc 欣逢
jlvy 嘉敏
hrya 蛰虫
dkyy 蟄蟲
rknf 胚体
rkgp 胚體
jwvq 单人舞
swvq 單人舞
vlhv 焊盘
vlhv 焊盤
vjlg 真影
cknq 夜有所夢
cknf 夜有所梦
gmfg 孰能无情
gmvg 孰能無情
gxfb 惊鸿一现
qxfb 驚鴻一現
fgnm 万俟
gpbk 亮斑
bhmq 克孜勒苏
bhmq 克孜勒蘇
mrfp 麥杆
ykfp 麦杆
swnf 喻体
swgp 喻體
lfhx 乱兵
pthx 亂兵
rhpp 幽綠
rhmm 幽绿
nmvf 倾卸
nmvf 傾卸
yrck 靓图
yrck 靚圖
ssss 噢噢
rlfb 卯榫
nfnh 飛仔
svnh 飞仔
lplg 暖鍋
lpws 暖锅
qrqp 苏菜
qwqp 蘇菜
nyqn 促退
fhnt 一般而論
fhnk 一般而论
hqck 拱圈
qgnv 贖當
hgns 赎当
vcdw 榮譽軍人
qndw 荣誉军人
njkt 化害为利
njkt 化害為利
njpt 化害爲利
smlc 鳴鏑
sxwc 鸣镝
rnps 白絹
rnms 白绢
hrtt 热劲
dpfm 熱勁
ppxq 緩滯
mpxq 缓滞
hxqm 捣药
hmqr 搗藥
sgxc 曲流
kgnw 文鼎
tnxp 透汗
tnmb 稍頃
tnmk 稍顷
kdfk 不到之处
kdfy 不到之處
rmdd 起卦
gjtk 聚議
gjkk 聚议
tnbl 季夏
hhpy 挨打受罵
hhps 挨打受駡
hhps 挨打受骂
glln 亮晃晃
nqxb 風源
nbxb 风源
mmjf 殷富
vkbh 净尽
xpmf 淨盡
nmtg 儘讓
bhkr 尽让
pnkm 卓而不群
hqvh 措意
jrsl 徒費
jrsl 徒费
mvlq 餉銀
jvwq 饷银
bjqh 班草
yfxm 罪恶深重
yfxm 罪惡深重
fhmc 枪子儿
fhcm 槍子兒
bnhl 遮护
bntq 遮護
jdlr 戍卫
jdjm 戍衛
fmhx 北岳
fmrh 北嶽
bltw 压队
bltj 壓隊
lqdw 錯解
wqdw 错解
glrj 銮驾
tprj 鑾駕
tnvj 秉直
mvgs 飾過
jvjf 饰过
xlgg 巨翼
tgkn 知情不举
tgkc 知情不舉
kbrn 霜白
wnpk 斜風細雨
wnmk 斜风细雨
lqnw 照眼
qmcy 賦比興
hmnp 赋比兴
lqqy 銀英
wqqy 银英
ldrn 兀然
xlhh 混打
mrpc 長統
jrmc 长统
jwkw 御用文人
lwth 奇譎
lwkh 奇谲
twdm 险急
tmdm 險急
kwqx 美萍
tnxk 稳婆
tnxk 穩婆
glhx 蛮兵
tphx 蠻兵
cknw 回目
srcy 奥卡姆
srcy 奧卡姆
thdf 諸色
khdf 诸色
nwjb 瞻礼
nwjb 瞻禮
jfhg 生无可恋
jvht 生無可戀
nvjw 仁道
djjp 冤家宜解不宜結
djjm 冤家宜解不宜结
fjnf 枢密使
fjnf 樞密使
pbxp 狂汗
hlxg 掩沒
hlxn 掩没
nwpx 瞎干
nwvh 瞎幹
tnxv 秀润
tnxt 秀潤
llxx 明明滅滅
llff 明明灭灭
dqbh 負屈
dhbh 负屈
fxkw 画论
mftw 畫論
vflh 云开日出
ktlh 雲開日出
jfqx 定苗
slns 弘光
fqcm 权充
fqcm 權充
pxrp 細腳
mxrd 细脚
ddlc 冤气
ddlc 冤氣
pxwp 細鱗
mxrp 细鳞
mcbh 巢居
ltnk 頓住
ltnk 顿住
ckjv 圆实
ckjy 圓實
hthf 帮顶
ddhf 幫頂
hccs 招女婿
fdnt 死信
lsch 粉砂
xfsn 漫天叫价
xfsn 漫天叫價
rhrh 嶙嶙
rjxt 腾涌
rjxt 騰湧
xgdg 沟壕
xqdg 溝壕
fjqm 亚寒带
fjqf 亞寒帶
hrks 抵还
hryf 抵還
nsfs 小札
lrjl 肩窝
lrjl 肩窩
nvlw 常套
kfqq 柴桑
htns 押当
htnv 押當
nbqp 僻巷
vkky 冷布
tnvh 秉笔
tnvm 秉筆
ccyx 嫡母
jclk 富商大賈
jclk 富商大贾
chdd 砂壶
chdd 砂壺
ydvl 虚焊
ydvl 虛焊
shdr 吃了豹子胆
shdr 吃了豹子膽
shdr 喫了豹子膽
fcnf 椭圆体
fcgp 橢圓體
qhkv 芳醇
pxkv 繼配
mlkv 继配
lckt 大恩不言謝
lckk 大恩不言谢
nprn 党八股
nprn 黨八股
qldq 莫負
qldh 莫负
xshg 溺婴
xsqg 溺嬰
tvxr 积年累月
tvxr 積年累月
gyhd 包教
xqqc 泡蘑菇
ddqg 封賜
ddhg 封赐
nnqd 傀儡戏
nnyd 傀儡戲
vlrh 烧山
vdrh 燒山
wpkb 鮮靈
rpmf 鲜灵
fcfh 开国元老
tcfh 開國元老
rdgp 脆亮
swsm 哦哟
swsp 哦喲
ltlw 曼陀鈴
ltww 曼陀铃
jlgm 穷忙
jlgm 窮忙
mfkb 灵霄
kbkb 靈霄
hhsj 拷入
lclg 晨景
xhkv 汉贼不两立
xqkv 漢賊不兩立
fpps 五彩紛呈
fpms 五彩纷呈
qnym 花蝶
pdth 見輕
jdgh 见轻
smhd 雅教
vjkj 笃诚
vptj 篤誠
xmfj 水标
xmfk 水標
vkdd 瓷壶
vkdd 瓷壺
lsyx 糟踏
xdfg 消声灭迹
xdxy 消聲滅跡
tnnf 称便
tnnf 稱便
htnw 势利小人
dtnw 勢利小人
rpxq 脫澀
rjxq 脱涩
rjxq 脱澀
jvpl 单门独户
stpn 單門獨戶
stpl 單門獨户
csfy 娟丽
csfy 娟麗
qfjh 艺术字
qjjh 藝術字
fstp 杨朱
fltp 楊朱
tlrh 試崗
klrh 试岗
chnv 码位
chnv 碼位
xmxb 津渡
bkkb 玉霜
xbxc 泥流
qgjs 敗事
hgjs 败事
sqfs 哄逗
qnfy 花刺
bdhf 頁頂
kdhf 页顶
qwjl 茶寮
trdn 阴地
twdn 陰地
hvfd 船桅
sknk 吃不住
sknk 喫不住
xwfq 泛型
njnr 僧伽
hvfb 接榫
qwvk 茶資
qwvk 茶资
pxjw 刊首
rntg 白陶
qgpm 敬頌
qgpm 敬颂
vryv 直上青云
vryk 直上青雲
dfld 色晕
dfld 色暈
lkru 数不上
skru 數不上
hwkf 抢步
hwkf 搶步
wpqn 魚花
rpqn 鱼花
lwjq 牵紧
cxxq 牽緊
fxlg 画景
mflg 畫景
wkjj 失宜
tntn 陆稻
tdtn 陸稻
dghg 其情可悯
dghg 其情可憫
bnck 康拜因
tdkf 知其不可而为之
tdkf 知其不可而為之
tdkf 知其不可而爲之
vkhy 冰排
vhkj 二者不可得兼
vjxr 直溜
qxpd 薄絨
qxmd 薄绒
thrd 輕脆
ghrd 轻脆
ppqx 紛落
mpqx 纷落
dqth 負隅
dhth 负隅
ckhf 囚歌
fdhf 桅頂
fdhf 桅顶
rhtj 山隘
ycqv 非奸即盗
ycqx 非奸即盜
ycrx 非奸卽盜
lbgj 旷职
lbgj 曠職
rjkr 腾让
rjtg 騰讓
yvfv 帆樯
yvfd 帆檣
vqgg 翅翼
kgfk 离格
kgfk 離格
qglr 葵扇
nhnf 侧体
nqgp 側體
hcjh 老鼠过街人人喊打
hcgh 老鼠過街人人喊打
mlfc 参校
mmfc 參校
rnsg 月光曲
frqs 柳芽
yrcm 靓妞
yrcm 靚妞
gfrn 怵然
lhkb 果子露
rhrn 幽泉
vkmw 資望
vkmw 资望
hcfj 撤标
hcfk 撤標
kbjh 雷害
tncj 私商
jpvs 字紙簍
jmvl 字纸篓
vssf 卖呆
dysf 賣呆
klsm 不是味儿
klsc 不是味兒
rnyw 皁片
rnyw 皂片
gltl 弯矩
tptl 彎矩
swbj 咱班
ldck 晕圈
ldck 暈圈
hnlw 攫夺
hnlw 攫奪
ljjh 显豁
lxjh 顯豁
msqp 堇菜
nvhp 伤耗
nvhp 傷耗
xgkl 沟痕
xqkl 溝痕
gqtn 慌恐
rdpw 脆瓜
jlkb 旧雨
qbkb 舊雨
pwsv 瓜叶
pwqm 瓜葉
fmpf 板桌
hcds 擅场
hcdl 擅場
tkts 謝詞
kkks 谢词
tdtf 諍諫
kdkf 诤谏
pjfm 縮頸
mjtt 缩颈
tjxq 閒漢
vjxq 闲汉
xmhx 治兵
dhls 基类
dhls 基類
xsyq 烫蜡
xlym 燙蠟
fnfh 机杼
fxfh 機杼
prwk 紙邊
mrrj 纸边
thlp 輕暖
ghlp 轻暖
dvnj 封資修
dvnj 封资修
hpqd 扮戏
hpyd 扮戲
jcqj 窒碍难行
jcqj 窒礙難行
dnqx 外藩
lwtv 奇計
lwkv 奇计
fshs 札子
trbn 陡度
tkwl 詳悉
kkwl 详悉
tncb 秀媚
ggvq 翼翅
ttwk 迳自
fmwk 逕自
qbjd 蔚成
fpmg 权欲熏心
fpqg 權慾薰心
ydxn 虚渺
ydxn 虛渺
shsn 中括号
shsn 中括號
kflr 肯綮
slsq 強嚥
slsc 强咽
dnmm 地垒
dnxk 地壘
rdfy 脆枣
rdfy 脆棗
hdnf 老例
chvq 硬煤
lsnn 数伏
svnn 數伏
cfhg 杀掠
cfhg 殺掠
dfkq 色友
bhbk 璧玉
htgj 攒聚
htgj 攢聚
jljt 窝家
jljt 窩家
nvnp 伤俘
nvnp 傷俘
jfdw 凸角
lsxq 粗涩
lsxq 粗澀
chss 破书
chmf 破書
wxxx 自流灌溉
wxxx 自流灌漑
rpmc 肝儿
rpcm 肝兒
lkvc 晒烟
lfqh 曬菸
jlkg 鼓皮
hvpj 挨冻受饿
hvpm 挨凍受餓
dnjq 外肾
dnxq 外腎
qnht 退押
smfn 雅相
cjnd 帝喾
cjcc 帝嚳
sysq 吊嗓
dkcw 幸不辱命
gpfb 骶椎
nvms 掌鞭
jnnb 过堂风
gnnq 過堂風
qgfm 貼板
hgfm 贴板
gyvk 惯盗
gyxc 慣盜
ndhb 优遇
nbhb 優遇
fmfs 桃杏
vksl 凌弱
dlwn 其奈我何
wfvj 余闲
mvtj 餘閒
mrxt 來鴻
flxt 来鸿
thhd 軟考
ghhd 软考
ljfk 时样
ldfk 時樣
tnhs 秆子
tnhs 稈子
rmnb 超假
qjgc 蔻丹
xpwq 浮升
rmch 脈石
rkch 脉石
hmht 抬扛
htbh 押尾
vcbn 炕床
vcyy 炕牀
qrfm 散板
ltth 鏈軌
wggh 链轨
ssly 响晴
mwly 響晴
vvmc 年头儿
vfcm 年頭兒
djcj 款姐
dqbh 多幕剧
dqyd 多幕劇
lkqm 金疮药
lkqr 金瘡藥
hcvv 撤營
hcqd 撤营
hrss 扩胸器
hrss 擴胸器
ttns 誦佛
ktns 诵佛
lsxm 鏹水
wsxm 镪水
cvff 市井无赖
cvvf 市井無賴
lffc 題榜
lffc 题榜
tdtq 阿多諾
tdkq 阿多诺
jsys 事典
blch 原码
blch 原碼
ghxk 熟思
kvfj 未竟之业
kvfj 未竟之業
txvh 汞灯
txvg 汞燈
xkls 洋粉
vkls 瓷粉
dkwt 臧否人物
xkqx 畏葸
ydpr 虚驕
ydjr 虚骄
ydpr 虛驕
fkxr 一身清白
twtm 知人論世
twkm 知人论世
gdvj 忧闷
bltj 憂悶
lwgj 奇恥
lwgj 奇耻
rrhf 九九歌
jhjx 害兽
jhss 害獸
kfnn 雌伏
skyr 蛋青
bjdn 胡塞尔
bjfp 胡塞爾
thvm 軟筆
ghvh 软笔
pdxq 繞緊
mljq 绕紧
tkjw 詳審
kkjp 详审
gkkx 心病还须心药医
gkyx 心病還須心藥醫
hchs 抗捐
fngh 机轴
fxth 機軸
fljf 栋宇
ffjf 棟宇
hdjg 挽具
vflj 南极星
vflj 南極星
jjjj 穷且益坚
jjjx 窮且益堅
lsdh 粉坊
trdw 阴角
twdw 陰角
ggnv 習尚
msgw 怠忽
dgnb 急惊风
dqnq 急驚風
tntn 秫秸
rrvt 腔肠动物
rrmt 腔腸動物
hdqm 放荒
qdpb 蒙冤受屈
ppfx 覓求
pjfx 觅求
bxxp 碧油油
twcn 通夜
hsmc 扣儿
hscm 扣兒
svjv 以简驭繁
svpv 以簡馭繁
ytfj 导标
jwfk 導標
jlbk 穷理
jlbk 窮理
hmti 插言
qmpw 荒谷
vcws 烟锅
vklg 煙鍋
rjjk 賀客
rjjk 贺客
cjkf 嬉春
nwwf 氍毹
kfnj 不无小补
kvnj 不無小補
gkjk 恪遵
fsls 整料
mgyd 后怕虎
jgyd 後怕虎
yjxd 蚁穴溃堤
yjxd 蟻穴潰堤
qghd 貼換
hghd 贴换
dsdh 吉期
tmyf 詬罵
tmss 詬駡
kmss 诟骂
lfmf 辞灵
ptkb 辭靈
lrvk 房脊
krnw 有盼
cpss 六书
cpmf 六書
dmjb 煞神
qbhf 苦丁
rfxb 肥源
xljb 巨祸
xljb 巨禍
fffw 林檎
nmkg 仳离
nmkg 仳離
hfkg 把斋
hfcj 把齋
rdpf 脆点
rdvn 脆點
lsjp 精审
lsjw 精審
wkck 領圈
wkck 领圈
vlgl 复变
jvtp 復變
pvpb 鬼纏
pvmb 鬼缠
cxbk 玄理
gmrw 勾脸
gmrm 勾臉
xhmw 游乡
hdmw 遊鄉
llnk 夸夸而谈
ttnt 誇誇而談
gfkd 恋栈不去
tfkd 戀棧不去
hfds 頂臺
hfms 顶台
rllt 服式
vksl 冰粥
ytkl 民瘼
srpk 中山狼
ssmr 书肆
mfmr 書肆
vkck 专四
thck 專四
ndbn 看座
wfnb 余风
mvnq 餘風
ryrf 杂肥
cwrf 雜肥
jdtn 盛季
vqml 灿若群星
vqml 燦若群星
mfyv 灵幡
kbyv 靈幡
syhw 吊毛
tslf 詞量
kslf 词量
hdtw 施診
hdkw 施诊
kpwm 不孚众望
kpym 不孚眾望
kpwm 不孚衆望
vfff 黑森森
dxyj 堤溃蚁穴
dxyj 堤潰蟻穴
jwmr 衬纸
jwpr 襯紙
flxk 远思
